,Row Id,Sequence #,Account Id,Server Time,Unit Time,Latitude,Longitude,Driver Name,Event Name,Raw Event,GPS Speed,ECU Speed,Address,Landmark ID,Satellites,Distance,HDOP,VDOP,RSSI,Engine Hours,Engine Hours + Off,ECU Engine Hours,ECU Engine Hours + Off,Engine Odometer,Engine Odometer + Off,ECU Engine Odometer,ECU Engine Odometer + Off,Battery Level,Raw Data
73,1772111227000,993,26305,2026/02/26 08:07:08,2026/02/26 08:07:07,3.4929099082946777,-76.51740264892578,,Motion,02-M,8.08,,"Calle 70 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,12.3,,,,0,0,0,0,75.4,75.4,0,0,100,272702004903e108694870627247104e002602261307077d0f7644e90899c2d68b5f40013001188008090020001aff41000001da1c04f4001e000004b00000000010f280000000ffd5
74,1772111197000,992,26305,2026/02/26 08:06:38,2026/02/26 08:06:37,3.4924802780151367,-76.51602172851562,,Motion,02-M,29.21,,"Calle 70 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,13,12.2,,,,0,0,0,0,75.3,75.3,0,0,100,272702004903e008694870627247104d002602261306375e4a7544340899c2cc845f40047001218008090020001aff41000001d97a0414001e000004b00000000010f280000000ffd5
75,1772111167000,991,26305,2026/02/26 08:06:08,2026/02/26 08:06:07,3.4912538528442383,-76.51216888427734,,Motion,02-M,31.7,,"Calle 70 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760050, Colombia",,14,11.9,,,,0,0,0,0,75.09,75.09,0,0,100,272702004903df08694870627247104e0026022613060787d673443b0699c2b4705f40051001200008090030001aff41000001d7b90484001e000004b00000000010f280000000ffd5
76,1772111137000,990,26305,2026/02/26 08:05:38,2026/02/26 08:05:37,3.490805149078369,-76.5101089477539,,Motion,02-M,0.0,,"separador vial, Yumbo, Valle del Cauca, Colombia",,13,11.8,,,,0,0,0,0,74.9,74.9,0,0,100,272702004903de08694870627247104d002602261305374c1774442d0599c25a695f400000011d0008090030001aff41000001d6cc0564001e000004b00000000010f280000000ffd5
77,1772111107000,989,26305,2026/02/26 08:05:08,2026/02/26 08:05:07,3.490805149078369,-76.5101089477539,,Motion,02-M,0.0,,"separador vial, Yumbo, Valle del Cauca, Colombia",,12,11.8,,,,0,0,0,0,74.9,74.9,0,0,100,272702004903dd08694870627247104c002602261305074c1774442d0599c25a695f400000011d0028050110001aff41000001d6cc0564001e000004b00000000010f280000000ffd5
78,1772111077000,988,26305,2026/02/26 08:04:38,2026/02/26 08:04:37,3.490122079849243,-76.50792694091797,,Motion,02-M,19.89,,"2B-166 Calle 70 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760001, Colombia",,14,11.6,,,,0,0,0,0,74.7,74.7,0,0,100,272702004903dc08694870627247104e0026022613043777b672440f0499c2295e5f40032001150028050110001aff41000001d5c40644001e000004b00000000010f280000000ffd5
79,1772111047000,987,26305,2026/02/26 08:04:08,2026/02/26 08:04:07,3.489417314529419,-76.50554656982422,,Motion,02-M,19.89,,"Calle 70 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760002, Colombia",,14,11.4,,,,0,0,0,0,74.59,74.59,0,0,100,272702004903db08694870627247104e002602261304072d527344d70299c29d525f40032001200008100050001aff41000001d4b003a4001e000004b00000000010f280000000ffd5
80,1772111017000,986,26305,2026/02/26 08:03:38,2026/02/26 08:03:37,3.4886744022369385,-76.50321197509766,,Motion,02-M,9.94,,"Calle 70 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760002, Colombia",,14,11.3,,,,0,0,0,0,74.4,74.4,0,0,100,272702004903da08694870627247104e0026022613033779d97444a50199c271465f40016001200008100050001aff41000001d3a00374001e000004b00000000010f280000000ffd5
81,1772110987000,985,26305,2026/02/26 08:03:08,2026/02/26 08:03:07,3.4885079860687256,-76.5025863647461,,Motion,02-M,0.0,,"Calle 70 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760002, Colombia",,14,11.2,,,,0,0,0,0,74.4,74.4,0,0,100,272702004903d908694870627247104e002602261303070ec57444530199c2b7435f400000011e8008090030001aff41000001d35804b4001e000004b00000000010f280000000ffd5
82,1772110957000,984,26305,2026/02/26 08:02:38,2026/02/26 08:02:37,3.4885079860687256,-76.5025863647461,,Motion,02-M,0.0,,"Calle 70 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760002, Colombia",,14,11.2,,,,0,0,0,0,74.4,74.4,0,0,100,272702004903d808694870627247104e002602261302370ec57444530199c2b7435f400000011e8008090030001aff41000001d35803a4001e000004b00000000010f280000000ffd5
83,1772110927000,983,26305,2026/02/26 08:02:08,2026/02/26 08:02:07,3.4884607791900635,-76.50244140625,,Motion,02-M,7.46,,"Calle 70 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760002, Colombia",,14,11.2,,,,0,0,0,0,74.3,74.3,0,0,100,272702004903d708694870627247104e0026022613020768497444400199c2f1425f400120011e0008050060001aff41000001d34603e4001e000004b00000000010f280000000ffd5
84,1772110897000,982,26305,2026/02/26 08:01:38,2026/02/26 08:01:37,3.487935304641724,-76.50074005126953,,Motion,02-M,20.51,,"Calle 70 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760002, Colombia",,13,11.1,,,,0,0,0,0,74.2,74.2,0,0,100,272702004903d608694870627247104d0026022613013789f97344610099c2553a5f40033001200008050060001aff41000001d2810484001e000004b00000000010f280000000ffd5
85,1772110867000,981,26305,2026/02/26 08:01:08,2026/02/26 08:01:07,3.487431764602661,-76.49909973144531,,Motion,02-M,13.05,,"Calle 70 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760002, Colombia",,14,11.0,,,,0,0,0,0,74.09,74.09,0,0,100,272702004903d508694870627247104e00260226130107196474448aff98c215325f400210011b8018100030001aff41000001d1c20564001e000004b00000000010f280000000ffd5
86,1772110837000,980,26305,2026/02/26 08:00:38,2026/02/26 08:00:37,3.4870259761810303,-76.49773406982422,,Motion,02-M,8.08,,"Calle 70 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760002, Colombia",,14,10.9,,,,0,0,0,0,74.0,74.0,0,0,100,272702004903d408694870627247104e00260226130037c92e7544d7fe98c26f2b5f400130011d8018100030001aff41000001d12304b4001e000004b00000000010f280000000ffd5
87,1772110807000,979,26305,2026/02/26 08:00:08,2026/02/26 08:00:07,3.4868555068969727,-76.49732208251953,,Motion,02-M,0.0,,"Calle 70 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760002, Colombia",,14,10.8,,,,0,0,0,0,74.0,74.0,0,0,100,272702004903d308694870627247104e0026022613000793f87444a1fe98c2a4285f400000011d0008090030001aff41000001d0f10484001e000004b00000000010f280000000ffd5
88,1772110777000,978,26305,2026/02/26 07:59:38,2026/02/26 07:59:37,3.486642599105835,-76.49630737304688,,Motion,02-M,18.02,,"Calle 70 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760002, Colombia",,12,10.8,,,,0,0,0,0,73.9,73.9,0,0,100,272702004903d208694870627247104c00260226125937966374441cfe98c227255f40029001130008090030001aff41000001d07e05d4001e000004b00000000010f280000000ffd5
89,1772110747000,977,26305,2026/02/26 07:59:08,2026/02/26 07:59:07,3.4878385066986084,-76.49454498291016,,Motion,02-M,23.0,,"Calle 75 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,14,10.6,,,,0,0,0,0,73.7,73.7,0,0,100,272702004903d108694870627247104e002602261259071d4a744435fd98c2bf385f40037000d00008080040001aff41000001cf720444001e000004b00000000010f280000000ffd5
90,1772110717000,976,26305,2026/02/26 07:58:38,2026/02/26 07:58:37,3.4903736114501958,-76.49250793457031,,Motion,02-M,28.59,,"Calle 75 Norte, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,14,10.4,,,,0,0,0,0,73.5,73.5,0,0,100,272702004903d008694870627247104e0026022612583768b173442afc98c248625f40046000e80008080040001aff41000001ce060644001e000004b00000000010f280000000ffd5
91,1772110687000,975,26305,2026/02/26 07:58:08,2026/02/26 07:58:07,3.4916741847991943,-76.4898452758789,,Motion,02-M,23.0,,"71 C 45 Carrera 1, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,13,10.2,,,,0,0,0,0,73.3,73.3,0,0,100,272702004903cf08694870627247104d002602261258074e427344cdfa98c297775f40037001048008100020001aff41000001ccb90594001e000004b00000000010f280000000ffd5
92,1772110657000,974,26305,2026/02/26 07:57:38,2026/02/26 07:57:37,3.491296768188477,-76.48869323730469,,Motion,02-M,11.19,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,13,10.0,,,,0,0,0,0,73.2,73.2,0,0,100,272702004903ce08694870627247104d00260226125737dd44734436fa98c268715f400180001d8008100020001aff41000001cbdc0604001e000004b00000000010f280000000ffd5
93,1772110627000,973,26305,2026/02/26 07:57:08,2026/02/26 07:57:07,3.488816976547241,-76.4874038696289,,Motion,02-M,21.75,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,13,9.8,,,,0,0,0,0,73.0,73.0,0,0,100,272702004903cd08694870627247104d002602261257072dfa72448df998c2c7485f40035001550008120070001aff41000001ca9c04f4001e000004b00000000010f280000000ffd5
94,1772110597000,972,26305,2026/02/26 07:56:38,2026/02/26 07:56:37,3.4860897064208984,-76.4865493774414,,Motion,02-M,21.13,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,12,9.6,,,,0,0,0,0,72.8,72.8,0,0,100,272702004903cc08694870627247104c0026022612563762e072441df998c2181c5f40034001550008120070001aff41000001c95e0484001e000004b00000000010f280000000ffd5
95,1772110567000,971,26305,2026/02/26 07:56:08,2026/02/26 07:56:07,3.4839775562286377,-76.48583221435547,,Motion,02-M,9.32,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,13,9.5,,,,0,0,0,0,72.59,72.59,0,0,100,272702004903cb08694870627247104d0026022612560785eb7144bff898c27df95e40015001580008110020001aff41000001c86504f4001e000004b00000000010f280000000ffd5
96,1772110537000,970,26305,2026/02/26 07:55:38,2026/02/26 07:55:37,3.481640338897705,-76.48511505126953,,Motion,02-M,24.86,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,11,9.3,,,,0,0,0,0,72.4,72.4,0,0,100,272702004903ca08694870627247104b00260226125537e11a724461f898c232d35e40040001560008110020001aff41000001c7550594001e000004b00000000010f280000000ffd5
97,1772110507000,969,26305,2026/02/26 07:55:08,2026/02/26 07:55:07,3.478938341140747,-76.48430633544922,,Motion,02-M,25.48,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,14,9.1,,,,0,0,0,0,72.3,72.3,0,0,100,272702004903c908694870627247104e0026022612550758a97244f7f798c2eda65e40041001550018100030001aff41000001c61b0524001e000004b00000000010f280000000ffd5
98,1772110477000,968,26305,2026/02/26 07:54:38,2026/02/26 07:54:37,3.476850748062134,-76.48360443115234,,Motion,02-M,0.0,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,11,9.0,,,,0,0,0,0,72.09,72.09,0,0,100,272702004903c808694870627247104b002602261254376d3f72449bf798c2b9845e40000001560018100030001aff41000001c5250484001e000004b00000000010f280000000ffd5
99,1772110447000,967,26305,2026/02/26 07:54:08,2026/02/26 07:54:07,3.476850748062134,-76.48360443115234,,Motion,02-M,0.0,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,13,9.0,,,,0,0,0,0,72.09,72.09,0,0,100,272702004903c708694870627247104d002602261254076d3f72449bf798c2b9845e40000001560018100030001aff41000001c5250444001e000004b00000000010f280000000ffd5
100,1772110417000,966,26305,2026/02/26 07:53:38,2026/02/26 07:53:37,3.476850748062134,-76.48360443115234,,Motion,02-M,0.0,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,13,9.0,,,,0,0,0,0,72.09,72.09,0,0,100,272702004903c608694870627247104d002602261253376d3f72449bf798c2b9845e40000001560018100030001aff41000001c52504b4001e000004b00000000010f280000000ffd5
101,1772110387000,965,26305,2026/02/26 07:53:08,2026/02/26 07:53:07,3.476452112197876,-76.48345947265625,,Motion,02-M,6.84,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,14,8.9,,,,0,0,0,0,72.09,72.09,0,0,100,272702004903c508694870627247104e0026022612530777a6714488f798c2317e5e40011001558018090040001aff41000001c4f604f4001e000004b00000000010f280000000ffd5
102,1772110357000,964,26305,2026/02/26 07:52:38,2026/02/26 07:52:37,3.4760587215423584,-76.48336029052734,,Motion,02-M,3.11,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,14,8.9,,,,0,0,0,0,72.0,72.0,0,0,100,272702004903c408694870627247104e0026022612523760dd71447bf798c2bf775e400050014c8018090040001aff41000001c4c80644001e000004b00000000010f280000000ffd5
103,1772110327000,963,26305,2026/02/26 07:52:08,2026/02/26 07:52:07,3.4747753143310547,-76.48294067382812,,Motion,02-M,16.78,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,13,8.8,,,,0,0,0,0,71.9,71.9,0,0,100,272702004903c308694870627247104d00260226125207b265724444f798c2b8625e40027001558018050020001aff41000001c43204f4001e000004b00000000010f280000000ffd5
104,1772110297000,962,26305,2026/02/26 07:51:38,2026/02/26 07:51:37,3.4718170166015625,-76.48192596435547,,Motion,02-M,32.94,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760006, Colombia",,13,8.6,,,,0,0,0,0,71.7,71.7,0,0,100,272702004903c208694870627247104d0026022612513723937344bff698c240325e40053001478018050020001aff41000001c2d50644001e000004b00000000010f280000000ffd5
105,1772110267000,961,26305,2026/02/26 07:51:08,2026/02/26 07:51:07,3.468344688415528,-76.47997283935547,,Motion,02-M,32.32,,"Calle 73A, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,12,8.3,,,,0,0,0,0,71.4,71.4,0,0,100,272702004903c108694870627247104c0026022612510754937344bff598c25cf95d40052001550008070020001aff41000001c11104f4001e000004b00000000010f280000000ffd5
106,1772110237000,960,26305,2026/02/26 07:50:38,2026/02/26 07:50:37,3.4657602310180664,-76.47941589355469,,Motion,02-M,15.54,,"Calle 73A, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,14,8.1,,,,0,0,0,0,71.3,71.3,0,0,100,272702004903c008694870627247104e0026022612503719e4744476f598c204cf5d400250000900382001200019ff41000001bfe70484001e000004b00000000010f280000000ffd5
107,1772110207000,959,26305,2026/02/26 07:50:08,2026/02/26 07:50:07,3.464226245880127,-76.4797592163086,,Motion,02-M,0.0,,"Calle 79, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,12,8.0,,,,0,0,0,0,71.2,71.2,0,0,100,272702004903bf08694870627247104c0026022612500712cb7444a3f598c2e2b55d400000001400080800300019ff41000001bf3805d4001e000004b00000000010f280000000ffd5
108,1772110177000,958,26305,2026/02/26 07:49:38,2026/02/26 07:49:37,3.464226245880127,-76.4797592163086,,Motion,02-M,0.0,,"Calle 79, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,14,8.0,,,,0,0,0,0,71.2,71.2,0,0,100,272702004903be08694870627247104e0026022612493712cb7444a3f598c2e2b55d400000001480080900900019ff41000001bf380594001e000004b00000000010f280000000ffd5
109,1772110147000,957,26305,2026/02/26 07:49:08,2026/02/26 07:49:07,3.464226245880127,-76.4797592163086,,Motion,02-M,0.0,,"Calle 79, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,13,8.0,,,,0,0,0,0,71.2,71.2,0,0,100,272702004903bd08694870627247104d0026022612490712cb7444a3f598c2e2b55d400000001480080900900019ff41000001bf380644001e000004b00000000010f280000000ffd5
110,1772110117000,956,26305,2026/02/26 07:48:38,2026/02/26 07:48:37,3.4623324871063232,-76.48018646240234,,Motion,02-M,0.0,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,14,7.9,,,,0,0,0,0,71.0,71.0,0,0,100,272702004903bc08694870627247104e0026022612483798b67444dbf598c2db965d400000000b00080900600019ff41000001be600484001e000004b00000000010f280000000ffd5
111,1772110087000,955,26305,2026/02/26 07:48:08,2026/02/26 07:48:07,3.4591517448425293,-76.48095703125,,Motion,02-M,27.97,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,14,7.6,,,,0,0,0,0,70.8,70.8,0,0,100,272702004903bb08694870627247104e002602261248072741744440f698c2be625d400450000f00080900600019ff41000001bcf303e4001e000004b00000000010f280000000ffd5
112,1772110057000,954,26305,2026/02/26 07:47:38,2026/02/26 07:47:37,3.4556901454925537,-76.48179626464844,,Motion,02-M,28.59,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760015, Colombia",,13,7.4,,,,0,0,0,0,70.5,70.5,0,0,100,272702004903ba08694870627247104d0026022612473729447544aef698c2072a5d400460000c80080800500019ff41000001bb670484001e000004b00000000010f280000000ffd5
113,1772110027000,953,26305,2026/02/26 07:47:08,2026/02/26 07:47:07,3.452300786972046,-76.48257446289062,,Motion,02-M,24.24,,"Calle 73, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760015, Colombia",,13,7.2,,,,0,0,0,0,70.3,70.3,0,0,100,272702004903b908694870627247104d00260226124707608d754414f798c27ff25c400390000a80080800500019ff41000001b9e40524001e000004b00000000010f280000000ffd5
114,1772109997000,952,26305,2026/02/26 07:46:38,2026/02/26 07:46:37,3.451322078704834,-76.48172760009766,,Motion,02-M,20.51,,"Carrera 8, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760015, Colombia",,13,7.1,,,,0,0,0,0,70.2,70.2,0,0,100,272702004903b808694870627247104d00260226124637cd147444a5f698c276e25c400330011d00081400200019ff41000001b93304b4001e000004b00000000010f280000000ffd5
115,1772109967000,951,26305,2026/02/26 07:46:11,2026/02/26 07:46:07,3.450685977935791,-76.47962188720703,,Motion,02-M,8.7,,"Carrera 8, Perímetro Urbano Santiago de Cali, Valle del Cauca, 760015, Colombia",,14,6.9,,,,0,0,0,0,70.0,70.0,0,0,100,272702004903b708694870627247104e00260226124607f28a734491f598c20ad85c400140011d00081400200019ff41000001b83e04f4001e000004b00000000010f280000000ffd5
116,1772109937000,950,26305,2026/02/26 07:45:38,2026/02/26 07:45:37,3.450615882873535,-76.47793579101562,,Motion,02-M,25.48,,"Calle 81, Perímetro Urbano Santiago de Cali, Valle del Cauca, 100001, Colombia",,14,6.8,,,,0,0,0,0,69.9,69.9,0,0,100,272702004903b608694870627247104e00260226124537a4a87544b4f498c2e4d65c40041000fc80080700200019ff41000001b77b0484001e000004b00000000010f280000000ffd5
117,1772109907000,949,26305,2026/02/26 07:45:08,2026/02/26 07:45:07,3.4508767127990723,-76.47440338134766,,Motion,02-M,32.94,,"Carrera 8, Candelaria, Valle del Cauca, 760015, Colombia",,14,6.5,,,,0,0,0,0,69.7,69.7,0,0,100,272702004903b508694870627247104e00260226124507cf6f7644e5f298c22adb5c400530010980080700200019ff41000001b5f10484001e000004b00000000010f280000000ffd5
118,1772109877000,948,26305,2026/02/26 07:44:38,2026/02/26 07:44:37,3.4494616985321045,-76.47006225585938,,Motion,02-M,40.4,,"Carrera 8, Candelaria, Valle del Cauca, 760015, Colombia",,14,6.2,,,,0,0,0,0,69.4,69.4,0,0,100,272702004903b408694870627247104e00260226124437be0f7444acf098c2fbc35c400650011900080401100019ff41000001b3f10444001e000004b00000000010f280000000ffd5
119,1772109847000,947,26305,2026/02/26 07:44:08,2026/02/26 07:44:07,3.4481356143951416,-76.4652328491211,,Motion,02-M,42.26,,"Carrera 8, Candelaria, Valle del Cauca, 760015, Colombia",,14,5.9,,,,0,0,0,0,69.0,69.0,0,0,100,272702004903b308694870627247104e002602261244075240754433ee98c241ae5c400680013900080401100019ff41000001b1be03a4001e000004b00000000010f280000000ffd5
120,1772109817000,946,26305,2026/02/26 07:43:38,2026/02/26 07:43:37,3.4440035820007324,-76.46231842041016,,Motion,02-M,37.91,,"Carrera 8, Candelaria, Valle del Cauca, 760021, Colombia",,14,5.5,,,,0,0,0,0,68.7,68.7,0,0,100,272702004903b208694870627247104e002602261243379ad17444b5ec98c28e6a5c400610014280281600100019ff41000001af8b04f4001e000004b00000000010f280000000ffd5
121,1772109787000,945,26305,2026/02/26 07:43:08,2026/02/26 07:43:07,3.440563201904297,-76.4596176147461,,Motion,02-M,32.32,,"Carrera 8, Candelaria, Valle del Cauca, 760021, Colombia",,14,5.2,,,,0,0,0,0,68.4,68.4,0,0,100,272702004903b108694870627247104e002602261243077d2f744453eb98c230325c400520014780281600100019ff41000001ada40524001e000004b00000000010f280000000ffd5
122,1772109757000,944,26305,2026/02/26 07:42:38,2026/02/26 07:42:37,3.436871290206909,-76.45875549316406,,Motion,02-M,34.8,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,13,4.9,,,,0,0,0,0,68.09,68.09,0,0,100,272702004903b008694870627247104d00260226124237d12a7344e2ea98c2b3f55b400560000400080700300019ff41000001abf70594001e000004b00000000010f280000000ffd5
123,1772109727000,943,26305,2026/02/26 07:42:08,2026/02/26 07:42:07,3.433290481567383,-76.45873260498047,,Motion,02-M,16.16,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,14,4.7,,,,0,0,0,0,67.8,67.8,0,0,100,272702004903af08694870627247104e00260226124207b4407344dfea98c208bb5b400260016200080700300019ff41000001aa660604001e000004b00000000010f280000000ffd5
124,1772109697000,942,26305,2026/02/26 07:41:38,2026/02/26 07:41:37,3.4302656650543213,-76.45929718017578,,Motion,02-M,37.29,,"3202A, Candelaria, Valle del Cauca, 760021, Colombia",,13,4.5,,,,0,0,0,0,67.59,67.59,0,0,100,272702004903ae08694870627247104d00260226124137ae0f744429eb98c279895b400600016380180800400019ff41000001a90d0374001e000004b00000000010f280000000ffd5
