,Message
154,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,309,2560.1,-74.199082,4.590617,20260302114454,0732,0101,138A,60E8D08,04,12,118355.5,05694:20:23,,,100,220100,,,,20260302114502,6DEF$"
155,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,19.8,23,2555.6,-74.199743,4.591524,20260302114554,0732,0101,138A,60EB35E,04,12,118355.6,05694:21:18,,,100,220100,,,,20260302114600,6DF0$"
156,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,23.5,27,2553.7,-74.199683,4.591623,20260302114556,0732,0101,138A,60EB35E,04,12,118355.6,05694:21:18,,,100,220100,,,,20260302114600,6DF1$"
157,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,5.4,84,2546.9,-74.199263,4.592383,20260302114644,0732,0101,138A,60EB35E,04,12,118355.7,05694:22:08,,,100,220100,,,,20260302114648,6DF2$"
158,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,19.0,78,2551.3,-74.198874,4.592434,20260302114654,0732,0101,138A,60EDB22,04,12,118356.2,05694:23:18,,,100,220100,,,,20260302114757,6DF3$"
159,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,9.8,62,2562.2,-74.195877,4.593978,20260302114754,0732,0101,138A,60EF623,04,12,118356.5,05694:24:18,,,100,220100,,,,20260302114857,6DF4$"
160,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,20.2,87,2560.8,-74.192927,4.595029,20260302114854,0732,0101,138A,60EF623,04,12,118356.6,05694:24:58,,,100,220100,,,,20260302114936,6DF5$"
161,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,14.0,33,2560.1,-74.192059,4.594992,20260302114932,0732,0101,138A,60EF623,04,12,118356.6,05694:24:58,,,100,220100,,,,20260302114936,6DF6$"
162,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,8.2,7,2561.7,-74.191822,4.595889,20260302114954,0732,0101,138A,60EDDC5,04,12,118356.8,05694:25:53,,,100,220100,,,,20260302115032,6DF7$"
163,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,6.1,16,2559.1,-74.191458,4.597723,20260302115054,0732,0101,138A,60E28B2,04,12,118356.9,05694:26:38,,,100,220100,,,,20260302115118,6DF8$"
164,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,9.1,57,2561.0,-74.191431,4.597771,20260302115114,0732,0101,138A,60E28B2,04,12,118356.9,05694:26:38,,,100,220100,,,,20260302115118,6DF9$"
165,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,80,2563.9,-74.190848,4.597848,20260302115154,0732,0101,138A,60E28B2,04,12,118357.0,05694:27:23,,,100,220100,,,,20260302115206,6DFA$"
166,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,10.6,37,2565.9,-74.190842,4.597875,20260302115202,0732,0101,138A,60E28B2,04,12,118357.0,05694:27:23,,,100,220100,,,,20260302115206,6DFB$"
167,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,7.1,15,2570.9,-74.190492,4.599396,20260302115254,0732,0101,138A,60ED839,04,12,118357.2,05694:28:23,,,100,220100,,,,20260302115302,6DFC$"
168,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,10.1,20,2563.3,-74.189876,4.602242,20260302115354,0732,0101,138A,60ED839,04,12,118357.5,05694:29:23,,,100,220100,,,,20260302115402,6DFD$"
169,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,26.0,350,2562.1,-74.189901,4.602817,20260302115405,0732,0101,138A,67C4271,04,12,118357.6,05694:29:28,,,100,220100,,,,20260302115409,6DFE$"
170,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,17.7,40,2562.6,-74.189881,4.603534,20260302115426,0732,0101,13AB,67C4271,04,12,118357.6,05694:29:48,,,100,220100,,,,20260302115430,6DFF$"
171,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,53,2565.6,-74.189781,4.603612,20260302115454,0732,0101,13AB,67C4271,04,12,118357.7,05694:30:23,,,100,220100,,,,20260302115502,6E00$"
172,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,15.5,44,2566.1,-74.188173,4.604862,20260302115554,0732,0101,13AB,67C4270,04,12,118357.9,05694:31:23,,,100,220100,,,,20260302115602,6E01$"
173,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,12.0,39,2550.4,-74.186067,4.607069,20260302115654,0732,0101,13AB,67C441E,04,12,118358.2,05694:32:23,,,100,220100,,,,20260302115702,6E02$"
174,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,11.6,1,2555.7,-74.186054,4.607259,20260302115659,0732,0101,13AB,67C441E,04,12,118358.2,05694:32:23,,,100,220100,,,,20260302115703,6E03$"
175,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,21.3,52,2561.6,-74.185825,4.607560,20260302115711,0732,0101,13AB,67C441E,04,12,118358.3,05694:32:33,,,100,220100,,,,20260302115715,6E04$"
176,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,16.9,122,2564.0,-74.184953,4.607814,20260302115732,0732,0101,13AB,67C78F0,04,12,118358.4,05694:32:58,,,100,220100,,,,20260302115736,6E05$"
177,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,8.6,159,2566.4,-74.184382,4.606599,20260302115754,0732,0101,13AB,67C8997,04,12,118358.6,05694:33:23,,,100,220100,,,,20260302115802,6E06$"
178,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,158,2569.3,-74.184357,4.606548,20260302115826,0732,0101,13AB,67C8997,06,210100,12,20260302115831,6E07$"
179,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,158,2569.3,-74.184357,4.606548,20260302115833,0732,0101,13AB,67C8997,06,220100,12,20260302115837,6E08$"
180,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,13.0,98,2571.1,-74.184139,4.606346,20260302115850,0732,0101,13AB,67C8997,04,12,118358.6,05694:34:13,,,100,220100,,,,20260302115854,6E09$"
181,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,20.2,73,2570.2,-74.183966,4.606425,20260302115854,0732,0101,13AB,67C8997,04,12,118358.6,05694:34:23,,,100,220100,,,,20260302115902,6E0A$"
182,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,70,2568.8,-74.183303,4.606670,20260302115945,0732,0101,13AB,67C8997,06,210100,12,20260302115950,6E0B$"
183,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,70,2568.8,-74.183303,4.606670,20260302115954,0732,0101,13AB,67C8997,04,12,118358.7,05694:35:23,,,100,210100,,,,20260302120002,6E0C$"
184,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,70,2568.8,-74.183303,4.606670,20260302120002,0732,0101,13AB,67C8997,06,220100,12,20260302120006,6E0D$"
185,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,8.8,47,2570.4,-74.183309,4.606694,20260302120008,0732,0101,13AB,67C8997,04,12,118358.7,05694:35:33,,,100,220100,,,,20260302120012,6E0E$"
186,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,10.8,351,2569.5,-74.183355,4.606906,20260302120014,0732,0101,13AB,67C8997,04,12,118358.7,05694:35:38,,,100,220100,,,,20260302120018,6E0F$"
187,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,18.4,37,2570.8,-74.183213,4.607070,20260302120020,0732,0101,13AB,67C15CA,04,12,118358.7,05694:35:43,,,100,220100,,,,20260302120024,6E10$"
188,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,46,2566.2,-74.181737,4.608187,20260302120054,0732,0101,13AB,67C15CA,04,12,118359.0,05694:36:23,,,100,220100,,,,20260302120102,6E11$"
189,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,47,2566.9,-74.181721,4.608207,20260302120130,0732,0101,13AB,67C8998,06,210100,12,20260302120136,6E12$"
190,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,47,2566.9,-74.181721,4.608207,20260302120136,0732,0101,13AB,67C8998,06,220100,12,20260302120140,6E13$"
191,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,47,2566.9,-74.181721,4.608207,20260302120154,0732,0101,13AB,67C8998,04,12,118359.0,05694:37:23,,,100,220100,,,,20260302120202,6E14$"
192,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,14.4,13,2564.0,-74.180962,4.608744,20260302120232,0732,0101,13AB,67C8998,04,12,118359.1,05694:37:53,,,100,220100,,,,20260302120236,6E15$"
193,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,13.4,321,2563.4,-74.181109,4.608985,20260302120241,0732,0101,13AB,67C8998,04,12,118359.1,05694:38:03,,,100,220100,,,,20260302120245,6E16$"
194,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,16.8,336,2563.7,-74.181511,4.609553,20260302120254,0732,0101,13AB,67C8998,04,12,118359.2,05694:38:23,,,100,220100,,,,20260302120302,6E17$"
195,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,43.0,335,2557.5,-74.182856,4.612791,20260302120355,0732,0101,13AB,67CDDBA,04,12,118359.6,05694:39:23,,,100,220100,,,,20260302120402,6E18$"
196,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,322,2557.4,-74.185352,4.617027,20260302120455,0732,0101,138A,60E8993,04,12,118360.1,05694:40:23,,,100,220100,,,,20260302120502,6E19$"
197,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,8.3,357,2557.8,-74.186221,4.618303,20260302120539,0732,0101,138A,60E2414,04,12,118360.3,05694:41:03,,,100,220100,,,,20260302120543,6E1A$"
198,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,8.3,357,2557.8,-74.186221,4.618303,20260302120539,0732,0101,138A,60E2414,04,12,118360.3,05694:41:03,,,100,220100,,,,20260302120543,6E1A$"
199,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,8.3,357,2557.8,-74.186221,4.618303,20260302120539,0732,0101,138A,60E2414,04,12,118360.3,05694:41:03,,,100,220100,,,,20260302120543,6E1A$"
200,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,8.3,357,2557.8,-74.186221,4.618303,20260302120539,0732,0101,138A,60E2414,04,12,118360.3,05694:41:03,,,100,220100,,,,20260302120543,6E1A$"
201,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,8.3,357,2557.8,-74.186221,4.618303,20260302120539,0732,0101,138A,60E2414,04,12,118360.3,05694:41:03,,,100,220100,,,,20260302120543,6E1A$"
202,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,31.2,325,2555.6,-74.188366,4.622117,20260302120755,0732,0101,138A,60EF22E,04,12,118360.8,05694:43:23,,,100,220100,,,,20260302120802,6E20$"
203,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,31.2,325,2555.6,-74.188366,4.622117,20260302120755,0732,0101,138A,60EF22E,04,12,118360.8,05694:43:23,,,100,220100,,,,20260302120802,6E20$"
204,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,31.2,325,2555.6,-74.188366,4.622117,20260302120755,0732,0101,138A,60EF22E,04,12,118360.8,05694:43:23,,,100,220100,,,,20260302120802,6E20$"
205,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,31.2,325,2555.6,-74.188366,4.622117,20260302120755,0732,0101,138A,60EF22E,04,12,118360.8,05694:43:23,,,100,220100,,,,20260302120802,6E20$"
206,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,320,2557.3,-74.191504,4.625588,20260302121034,0732,0101,138A,60EF22D,06,220100,12,20260302121040,6E24$"
207,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,47.1,317,2557.7,-74.192294,4.626486,20260302121055,0732,0101,138A,60E8680,04,12,118361.5,05694:46:23,,,100,220100,,,,20260302121103,6E25$"
208,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,29.6,356,2553.4,-74.195356,4.628424,20260302121155,0732,0101,138A,60E85DD,04,12,118361.9,05694:47:23,,,100,220100,,,,20260302121203,6E26$"
209,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,17.2,50,2554.3,-74.195113,4.628745,20260302121203,0732,0101,138A,60E85DD,04,12,118361.9,05694:47:28,,,100,220100,,,,20260302121207,6E27$"
210,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,34.4,68,2556.8,-74.192419,4.629666,20260302121255,0732,0101,138A,60E85DC,04,12,118362.2,05694:48:23,,,100,220100,,,,20260302121303,6E28$"
211,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,16.1,68,2556.5,-74.189262,4.631000,20260302121355,0732,0101,138A,60E392E,04,12,118362.6,05694:49:23,,,100,220100,,,,20260302121403,6E29$"
212,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.1,48,2555.1,-74.186733,4.632123,20260302121455,0732,0101,13B4,67C8747,04,12,118362.9,05694:50:23,,,100,220100,,,,20260302121503,6E2A$"
213,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,11.1,14,2555.8,-74.186738,4.632133,20260302121503,0732,0101,13B4,60E392E,04,12,118362.9,05694:50:28,,,100,220100,,,,20260302121507,6E2B$"
214,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,14.6,291,2555.4,-74.186885,4.632194,20260302121509,0732,0101,13B4,60EDDE1,04,12,118362.9,05694:50:33,,,100,220100,,,,20260302121513,6E2C$"
215,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,23.2,242,2556.7,-74.187497,4.631965,20260302121521,0732,0101,138A,60EDDE1,04,12,118363.0,05694:50:43,,,100,220100,,,,20260302121525,6E2D$"
216,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,8.3,357,2557.8,-74.186221,4.618303,20260302120539,0732,0101,138A,60E2414,04,12,118360.3,05694:41:03,,,100,220100,,,,20260302120543,6E1A$"
217,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,359,2557.8,-74.186220,4.618315,20260302120555,0732,0101,138A,60E2414,04,12,118360.3,05694:41:23,,,100,220100,,,,20260302120602,6E1B$"
218,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,359,2557.8,-74.186220,4.618315,20260302120640,0732,0101,138A,60E2414,06,210100,12,20260302120645,6E1C$"
219,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,359,2557.8,-74.186220,4.618315,20260302120658,0732,0101,138A,60E2414,06,220100,12,20260302120702,6E1D$"
220,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,359,2557.8,-74.186220,4.618315,20260302120655,0732,0101,138A,60E2414,04,12,118360.3,05694:42:23,,,100,220100,,,,20260302120702,6E1E$"
221,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,35.6,301,2558.3,-74.186611,4.619005,20260302120721,0732,0101,138A,60E2412,04,12,118360.4,05694:42:43,,,100,220100,,,,20260302120725,6E1F$"
222,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,318,2556.3,-74.188722,4.622534,20260302120855,0732,0101,138A,60EF22E,04,12,118360.8,05694:44:23,,,100,220100,,,,20260302120903,6E21$"
223,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,11.5,320,2557.4,-74.191458,4.625539,20260302120955,0732,0101,138A,60EF22D,04,12,118361.3,05694:45:23,,,100,220100,,,,20260302121003,6E22$"
224,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,320,2557.3,-74.191504,4.625588,20260302121031,0732,0101,138A,60EF22D,06,210100,12,20260302121037,6E23$"
225,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,17.2,245,2558.2,-74.188622,4.631408,20260302121555,0732,0101,138A,60E392E,04,12,118363.1,05694:51:23,,,100,220100,,,,20260302121603,6E2E$"
226,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,20.6,301,2558.5,-74.188868,4.631483,20260302121603,0732,0101,138A,60E392E,04,12,118363.1,05694:51:28,,,100,220100,,,,20260302121607,6E2F$"
227,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,359,2557.8,-74.186220,4.618315,20260302120555,0732,0101,138A,60E2414,04,12,118360.3,05694:41:23,,,100,220100,,,,20260302120602,6E1B$"
228,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,359,2557.8,-74.186220,4.618315,20260302120555,0732,0101,138A,60E2414,04,12,118360.3,05694:41:23,,,100,220100,,,,20260302120602,6E1B$"
229,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,359,2557.8,-74.186220,4.618315,20260302120555,0732,0101,138A,60E2414,04,12,118360.3,05694:41:23,,,100,220100,,,,20260302120602,6E1B$"
230,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,359,2557.8,-74.186220,4.618315,20260302120555,0732,0101,138A,60E2414,04,12,118360.3,05694:41:23,,,100,220100,,,,20260302120602,6E1B$"
231,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,359,2557.8,-74.186220,4.618315,20260302120555,0732,0101,138A,60E2414,04,12,118360.3,05694:41:23,,,100,220100,,,,20260302120602,6E1B$"
232,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,359,2557.8,-74.186220,4.618315,20260302120640,0732,0101,138A,60E2414,06,210100,12,20260302120645,6E1C$"
233,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,359,2557.8,-74.186220,4.618315,20260302120640,0732,0101,138A,60E2414,06,210100,12,20260302120645,6E1C$"
234,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,359,2557.8,-74.186220,4.618315,20260302120640,0732,0101,138A,60E2414,06,210100,12,20260302120645,6E1C$"
235,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,359,2557.8,-74.186220,4.618315,20260302120640,0732,0101,138A,60E2414,06,210100,12,20260302120645,6E1C$"
236,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,359,2557.8,-74.186220,4.618315,20260302120640,0732,0101,138A,60E2414,06,210100,12,20260302120645,6E1C$"
237,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,359,2557.8,-74.186220,4.618315,20260302120658,0732,0101,138A,60E2414,06,220100,12,20260302120702,6E1D$"
238,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,359,2557.8,-74.186220,4.618315,20260302120655,0732,0101,138A,60E2414,04,12,118360.3,05694:42:23,,,100,220100,,,,20260302120702,6E1E$"
239,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,359,2557.8,-74.186220,4.618315,20260302120655,0732,0101,138A,60E2414,04,12,118360.3,05694:42:23,,,100,220100,,,,20260302120702,6E1E$"
240,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,359,2557.8,-74.186220,4.618315,20260302120658,0732,0101,138A,60E2414,06,220100,12,20260302120702,6E1D$"
241,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,359,2557.8,-74.186220,4.618315,20260302120658,0732,0101,138A,60E2414,06,220100,12,20260302120702,6E1D$"
242,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,359,2557.8,-74.186220,4.618315,20260302120655,0732,0101,138A,60E2414,04,12,118360.3,05694:42:23,,,100,220100,,,,20260302120702,6E1E$"
243,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,359,2557.8,-74.186220,4.618315,20260302120658,0732,0101,138A,60E2414,06,220100,12,20260302120702,6E1D$"
244,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,359,2557.8,-74.186220,4.618315,20260302120655,0732,0101,138A,60E2414,04,12,118360.3,05694:42:23,,,100,220100,,,,20260302120702,6E1E$"
245,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,359,2557.8,-74.186220,4.618315,20260302120658,0732,0101,138A,60E2414,06,220100,12,20260302120702,6E1D$"
246,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,359,2557.8,-74.186220,4.618315,20260302120655,0732,0101,138A,60E2414,04,12,118360.3,05694:42:23,,,100,220100,,,,20260302120702,6E1E$"
247,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,13.6,349,2556.0,-74.190034,4.633525,20260302121639,0732,0101,138A,60EDDE1,04,12,118363.4,05694:52:03,,,100,220100,,,,20260302121643,6E30$"
248,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,11.4,44,2555.7,-74.189926,4.633616,20260302121645,0732,0101,138A,60EDDE1,04,12,118363.4,05694:52:08,,,100,220100,,,,20260302121649,6E31$"
249,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,22.2,66,2554.1,-74.189506,4.633797,20260302121655,0732,0101,138A,60E85DB,04,12,118363.5,05694:52:23,,,100,220100,,,,20260302121703,6E32$"
250,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,8.3,355,2552.3,-74.187941,4.634605,20260302121736,0732,0101,138A,60E85DB,04,12,118363.7,05694:52:58,,,100,220100,,,,20260302121740,6E33$"
251,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,8.3,355,2552.3,-74.187941,4.634605,20260302121736,0732,0101,138A,60E85DB,04,12,118363.7,05694:52:58,,,100,220100,,,,20260302121740,6E33$"
252,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,5.7,0,2541.9,-74.188096,4.635019,20260302121755,0732,0101,13B4,67CF5ED,04,12,118363.7,05694:53:18,,,100,220100,,,,20260302121801,6E34$"
253,"+RESP:GTFRI,500700,868574042784996,,,11,1,1,8.9,23,2542.9,-74.188062,4.635043,20260302121757,0732,0101,13B4,67CF5ED,04,12,118363.7,05694:53:18,,,100,220100,,,,20260302121801,6E35$"
254,"+RESP:GTPDP,500700,868574042784996,,20260302124808,6E4D$"
255,"+RESP:GTSTT,500700,868574042784996,,21,0,0.0,84,2558.0,-74.185499,4.633746,20260302122100,0732,0101,13B4,67CF5EE,06,210100,12,20260302124005,6E43$"
256,"+RESP:GTSTT,500700,868574042784996,,22,0,0.0,84,2558.0,-74.185499,4.633746,20260302122100,0732,0101,13B4,67CF5EE,06,220100,12,20260302124005,6E44$"
257,"+RESP:GTIGL,500700,868574042784996,,,01,1,1,0.0,84,2574.2,-74.185210,4.633865,20260302124006,0732,0101,13B4,67CF5EE,04,12,118364.1,20260302124010,6E45$"
258,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,84,2574.2,-74.185210,4.633865,20260302124006,0732,0101,13B4,67CF5EE,04,12,118364.1,05694:56:22,,,100,220100,,,,20260302124010,6E46$"
259,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,84,2574.2,-74.185210,4.633865,20260302124059,0732,0101,13B4,67CF5EE,04,12,118364.1,05694:57:22,,,100,220100,,,,20260302124107,6E47$"
260,"+RESP:GTIGF,500700,868574042784996,,91,0,0.0,84,2574.2,-74.185210,4.633865,20260302124132,0732,0101,13B4,67CF5EE,06,120000,12,05694:57:53,118364.1,20260302124136,6E48$"
261,"+RESP:GTSTT,500700,868574042784996,,12,0,0.0,84,2574.2,-74.185210,4.633865,20260302124132,0732,0101,13B4,67CF5EE,06,120000,12,20260302124136,6E49$"
262,"+RESP:GTIGL,500700,868574042784996,,,00,1,1,0.0,84,2574.2,-74.185210,4.633865,20260302124137,0732,0101,13B4,67CF5EE,04,12,118364.1,20260302124141,6E4A$"
263,"+RESP:GTFRI,500700,868574042784996,,,10,1,1,0.0,84,2574.2,-74.185210,4.633865,20260302124137,0732,0101,13B4,67CF5EE,04,12,118364.1,05694:57:53,,,100,120000,,,,20260302124141,6E4B$"
264,"+RESP:GTSTT,500700,868574042784996,,11,0,0.0,84,2574.2,-74.185210,4.633865,20260302124137,0732,0101,13B4,67CF5EE,06,110000,12,20260302124208,6E4C$"
265,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,14.0,68,2548.5,-74.187099,4.635489,20260302121818,0732,0101,13B4,67CF5EF,04,12,118363.8,05694:53:43,,,100,220100,,,,20260302121822,6E36$"
266,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,13.7,129,2554.2,-74.186572,4.635579,20260302121839,0732,0101,13B4,67CF5EF,04,12,118363.9,05694:54:03,,,100,220100,,,,20260302121843,6E37$"
267,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,19.7,152,2553.8,-74.186136,4.634760,20260302121855,,,,,04,12,118364.1,05694:54:48,,,100,220100,,,,20260302121928,6E38$"
268,"+BUFF:GTFRI,500700,868574042784996,,,11,1,1,5.5,98,2557.0,-74.185544,4.633710,20260302121924,,,,,04,12,118364.1,05694:54:48,,,100,220100,,,,20260302121928,6E39$"
269,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,84,2556.6,-74.185513,4.633735,20260302121955,0732,0101,13B4,67CF5EE,04,12,118364.1,05694:55:43,,,100,220100,,,,20260302122023,6E3A$"
270,"+BUFF:GTSTT,500700,868574042784996,,21,0,0.0,84,2558.0,-74.185499,4.633746,20260302122034,0732,0101,13B4,67CF5EE,06,210100,12,20260302122040,6E3B$"
271,"+BUFF:GTSTT,500700,868574042784996,,22,0,0.0,84,2558.0,-74.185499,4.633746,20260302122055,0732,0101,13B4,67CF5EE,06,220000,12,20260302122100,6E3C$"
272,"+BUFF:GTIGF,500700,868574042784996,,4389,0,0.0,84,2558.0,-74.185499,4.633746,20260302122055,0732,0101,13B4,67CF5EE,06,120000,12,05694:56:22,118364.1,20260302122100,6E3D$"
273,"+BUFF:GTSTT,500700,868574042784996,,12,0,0.0,84,2558.0,-74.185499,4.633746,20260302122055,0732,0101,13B4,67CF5EE,06,120000,12,20260302122100,6E3E$"
274,"+BUFF:GTIGL,500700,868574042784996,,,00,1,1,0.0,84,2558.0,-74.185499,4.633746,20260302122100,0732,0101,13B4,67CF5EE,04,12,118364.1,20260302122104,6E3F$"
275,"+BUFF:GTFRI,500700,868574042784996,,,10,1,1,0.0,84,2558.0,-74.185499,4.633746,20260302122100,0732,0101,13B4,67CF5EE,04,12,118364.1,05694:56:22,,,100,120000,,,,20260302122104,6E40$"
276,"+BUFF:GTSTT,500700,868574042784996,,11,0,0.0,84,2558.0,-74.185499,4.633746,20260302122100,0732,0101,13B4,67CF5EE,06,110000,12,20260302122138,6E41$"
277,"+BUFF:GTIGN,500700,868574042784996,,1145,0,0.0,84,2558.0,-74.185499,4.633746,20260302122100,0732,0101,13B4,67CF5EE,06,210100,12,05694:56:22,118364.1,20260302124005,6E42$"
